시점,월별,소계,콜레라,장티푸스,파라티푸스,세균성이질,장출혈성대장균감염증,A형간염,소계,디프테리아,백일해,파상풍,홍역,유행성이하선염,풍진,폴리오,B형간염(급성),B형간염(산모),B형간염(주산기),일본뇌염,수두,b형헤모필루스인플루엔자,폐렴구균,소계,말라리아,성홍열,수막구균성수막염,레지오넬라증,비브리오패혈증,발진티푸스,발진열,쯔쯔가무시증,렙토스피라증,브루셀라증,탄저,공수병,신증후군출혈열,매독(1기),매독(2기),매독(선천성),크로이츠펠트-야콥병(CJD),결핵,한센병,후천성면역결핍증,C형간염,반코마이신내성황색포도알균(VRSA) 감염증,카바페넴내성장내세균속균종(CRE) 감염증,소계,페스트,황열,뎅기열,바이러스성출혈열,두창,보툴리눔독소증,중증급성호흡기증후군(SARS),동물인플루엔자 인체감염증,신종인플루엔자,야토병,큐열,웨스트나일열,신종감염병증후군,라임병,진드기매개뇌염,유비저,치쿤구니야열,중증열성혈소판감소증후군,중동호흡기증후군,지카바이러스감염증,리슈마니아증,바베시아증,크립토스포리디움증,주혈흡충증
2018,12월,234,0,10,2,10,7,205,"15,278",0,73,2,4,"1,325",0,0,36,-,-,0,"13,757",0,81,"5,375",7,784,0,34,0,0,5,311,5,0,0,0,44,122,59,1,2,"2,153",1,-,883,0,964,24,0,0,16,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,-,-,-,-
2019,계,"18,045",1,94,55,151,146,"17,598","100,513",0,496,31,194,"15,967",8,0,389,-,-,34,"82,868",0,526,"65,055",559,"7,562",16,501,42,0,14,"4,005",138,1,0,0,399,"1,176",554,23,53,"23,821",4,"1,005","9,810",3,"15,369",709,0,0,273,0,0,1,0,0,0,0,162,0,0,23,0,8,16,223,0,3,-,-,-,-
2019,1월,466,0,14,2,17,4,429,"11,077",0,58,0,39,"1,102",0,0,27,-,-,0,"9,801",0,50,"5,266",6,678,4,36,0,0,0,49,6,1,0,0,16,124,60,4,3,"2,227",0,-,874,0,"1,178",30,0,0,15,0,0,0,0,0,0,0,9,0,0,4,0,0,1,0,0,1,-,-,-,-
2019,2월,612,0,15,3,3,3,588,"6,616",0,38,2,30,911,1,0,25,-,-,0,"5,562",0,47,"4,166",5,629,1,28,0,0,0,33,2,0,0,0,16,92,39,1,7,"1,708",0,-,676,0,929,34,0,0,22,0,0,0,0,0,0,0,9,0,0,0,0,1,2,0,0,0,-,-,-,-
2019,3월,"1,256",0,12,1,5,3,"1,235","6,050",0,30,1,25,"1,246",0,0,31,-,-,0,"4,679",0,38,"4,700",4,702,1,29,0,0,0,46,5,0,0,0,14,97,37,3,5,"1,935",1,-,851,0,970,18,0,0,5,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,-,-,-,-
2019,4월,"1,735",0,13,11,4,8,"1,699","8,627",0,27,4,56,"1,565",2,0,26,-,-,0,"6,889",0,58,"5,139",10,752,0,21,0,0,0,73,3,0,0,0,19,115,36,3,4,"2,147",0,-,870,0,"1,086",44,0,0,12,0,0,0,0,0,0,0,27,0,0,1,0,1,2,1,0,0,-,-,-,-
2019,5월,"2,303",0,6,6,6,13,"2,272","11,470",0,43,8,12,"2,056",1,0,41,-,-,0,"9,256",0,53,"5,408",38,788,2,37,0,0,0,112,6,0,0,0,18,104,50,0,1,"2,164",1,-,916,0,"1,171",32,0,0,6,0,0,0,0,0,0,0,13,0,0,2,0,0,0,11,0,0,-,-,-,-
2019,6월,"2,306",0,6,9,32,18,"2,241","10,114",0,36,2,7,"1,988",0,0,40,-,-,0,"7,998",0,43,"4,972",111,698,0,41,1,0,3,107,3,0,0,0,31,85,44,2,4,"1,916",1,-,802,0,"1,123",71,0,0,18,0,0,1,0,0,0,0,14,0,0,3,0,1,0,34,0,0,-,-,-,-
2019,7월,"2,566",0,10,8,12,23,"2,513","8,930",0,46,4,7,"1,590",2,0,31,-,-,0,"7,217",0,33,"5,903",154,742,4,45,2,0,1,119,13,0,0,0,31,106,59,4,5,"2,165",1,-,930,1,"1,521",100,0,0,30,0,0,0,0,0,0,0,18,0,0,4,0,0,2,46,0,0,-,-,-,-
2019,8월,"2,786",0,5,3,7,26,"2,745","5,472",0,31,1,5,"1,112",0,0,32,-,-,3,"4,263",0,25,"5,590",114,464,0,71,14,0,0,160,16,0,0,0,18,107,49,1,7,"2,032",0,-,823,0,"1,714",125,0,0,55,0,0,0,0,0,0,0,12,0,0,5,0,3,4,45,0,1,-,-,-,-
2019,9월,"2,073",0,5,4,15,19,"2,030","4,749",0,30,4,0,"1,205",0,0,31,-,-,15,"3,440",0,24,"4,971",64,498,0,47,14,0,1,174,17,0,0,0,34,92,49,1,3,"1,813",0,-,699,1,"1,464",84,0,0,36,0,0,0,0,0,0,0,7,0,0,2,0,0,3,35,0,1,-,-,-,-
2019,10월,"1,200",1,2,4,9,18,"1,166","6,167",0,43,1,9,"1,125",2,0,38,-,-,13,"4,891",0,45,"5,617",39,504,2,54,5,0,3,489,27,0,0,0,64,78,48,0,5,"1,915",0,-,747,0,"1,637",109,0,0,34,0,0,0,0,0,0,0,22,0,0,1,0,0,1,51,0,0,-,-,-,-
2019,11월,407,0,2,1,16,6,382,"9,185",0,44,2,2,"1,096",0,0,33,-,-,2,"7,952",0,54,"7,070",8,531,0,41,6,0,4,"2,283",29,0,0,0,86,82,47,2,4,"1,851",0,-,786,1,"1,309",39,0,0,24,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,-,-,-,-
2019,12월,335,0,4,3,25,5,298,"12,056",0,70,2,2,971,0,0,34,-,-,1,"10,920",0,56,"5,248",6,576,2,51,0,0,2,360,11,0,0,0,52,94,36,2,5,"1,948",0,-,836,0,"1,267",23,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,-,-,-,-
